file,num_ants
img_00000001.png,0
img_00000002.png,0
img_00000003.png,0
img_00000004.png,0
img_00000005.png,0
img_00000006.png,0
img_00000007.png,0
img_00000008.png,0
img_00000009.png,0
img_00000010.png,0
img_00000011.png,0
img_00000012.png,0
img_00000013.png,0
img_00000014.png,0
img_00000015.png,0
img_00000016.png,0
img_00000017.png,0
img_00000018.png,0
img_00000019.png,1
img_00000020.png,0
img_00000021.png,1
img_00000022.png,0
img_00000023.png,0
img_00000024.png,0
img_00000025.png,0
img_00000026.png,1
img_00000027.png,0
img_00000028.png,0
img_00000029.png,0
img_00000030.png,0
img_00000031.png,0
img_00000032.png,0
img_00000033.png,0
img_00000034.png,0
img_00000035.png,0
img_00000036.png,0
img_00000037.png,0
img_00000038.png,1
img_00000039.png,0
img_00000040.png,0
img_00000041.png,0
img_00000042.png,0
img_00000043.png,1
img_00000044.png,0
img_00000045.png,0
img_00000046.png,0
img_00000047.png,0
img_00000048.png,0
img_00000049.png,0
img_00000050.png,0
img_00000051.png,0
img_00000052.png,0
img_00000053.png,0
img_00000054.png,0
img_00000055.png,0
img_00000056.png,0
img_00000057.png,0
img_00000058.png,0
img_00000059.png,0
img_00000060.png,0
img_00000061.png,0
img_00000062.png,0
img_00000063.png,0
img_00000064.png,0
img_00000065.png,0
img_00000066.png,0
img_00000067.png,0
img_00000068.png,0
img_00000069.png,0
img_00000070.png,0
img_00000071.png,0
img_00000072.png,0
img_00000073.png,0
img_00000074.png,0
img_00000075.png,0
img_00000076.png,0
img_00000077.png,1
img_00000078.png,0
img_00000079.png,0
img_00000080.png,0
img_00000081.png,0
img_00000082.png,0
img_00000083.png,0
img_00000084.png,0
img_00000085.png,0
img_00000086.png,1
img_00000087.png,0
img_00000088.png,0
img_00000089.png,0
img_00000090.png,0
img_00000091.png,1
img_00000092.png,1
img_00000093.png,1
img_00000094.png,0
img_00000095.png,0
img_00000096.png,0
img_00000097.png,0
img_00000098.png,0
img_00000099.png,0
img_00000100.png,0
img_00000101.png,0
img_00000102.png,0
img_00000103.png,0
img_00000104.png,0
img_00000105.png,0
img_00000106.png,0
img_00000107.png,0
img_00000108.png,0
img_00000109.png,0
img_00000110.png,0
img_00000111.png,0
img_00000112.png,0
img_00000113.png,0
img_00000114.png,0
img_00000115.png,0
img_00000116.png,1
img_00000117.png,1
img_00000118.png,0
img_00000119.png,0
img_00000120.png,0
img_00000121.png,0
img_00000122.png,0
img_00000123.png,0
img_00000124.png,0
img_00000125.png,0
img_00000126.png,0
img_00000127.png,0
img_00000128.png,0
img_00000129.png,0
img_00000130.png,0
img_00000131.png,0
img_00000132.png,0
img_00000133.png,0
img_00000134.png,0
img_00000135.png,0
img_00000136.png,0
img_00000137.png,0
img_00000138.png,0
img_00000139.png,0
img_00000140.png,0
img_00000141.png,0
img_00000142.png,0
img_00000143.png,0
img_00000144.png,0
img_00000145.png,0
img_00000146.png,0
img_00000147.png,0
img_00000148.png,1
img_00000149.png,0
img_00000150.png,0
img_00000151.png,0
img_00000152.png,0
img_00000153.png,0
img_00000154.png,0
img_00000155.png,1
img_00000156.png,0
img_00000157.png,0
img_00000158.png,0
img_00000159.png,1
img_00000160.png,0
img_00000161.png,0
img_00000162.png,0
img_00000163.png,0
img_00000164.png,0
img_00000165.png,1
img_00000166.png,0
img_00000167.png,0
img_00000168.png,0
img_00000169.png,0
img_00000170.png,0
img_00000171.png,0
img_00000172.png,1
img_00000173.png,0
img_00000174.png,0
img_00000175.png,0
img_00000176.png,0
img_00000177.png,0
img_00000178.png,0
img_00000179.png,0
img_00000180.png,1
img_00000181.png,0
img_00000182.png,0
img_00000183.png,0
img_00000184.png,0
img_00000185.png,0
img_00000186.png,0
img_00000187.png,0
img_00000188.png,0
img_00000189.png,0
img_00000190.png,0
img_00000191.png,0
img_00000192.png,0
img_00000193.png,0
img_00000194.png,0
img_00000195.png,0
img_00000196.png,0
img_00000197.png,0
img_00000198.png,0
img_00000199.png,0
img_00000200.png,0
img_00000201.png,0
img_00000202.png,0
img_00000203.png,0
img_00000204.png,0
img_00000205.png,0
img_00000206.png,0
img_00000207.png,0
img_00000208.png,0
img_00000209.png,0
img_00000210.png,0
img_00000211.png,0
img_00000212.png,1
img_00000213.png,1
img_00000214.png,0
img_00000215.png,0
img_00000216.png,0
img_00000217.png,0
img_00000218.png,0
img_00000219.png,0
img_00000220.png,1
img_00000221.png,0
img_00000222.png,0
img_00000223.png,0
img_00000224.png,0
img_00000225.png,0
img_00000226.png,0
img_00000227.png,1
img_00000228.png,0
img_00000229.png,0
img_00000230.png,0
img_00000231.png,0
img_00000232.png,0
img_00000233.png,0
img_00000234.png,0
